,text,label
7658,"Speed restrictions imposed on UK trains could more than double journey times for passengers in today's heatwave, the chief spokesman for Network Rail says  https://t.co/9WL9MXgm7j",9
7176,$JNJ reports a Q2 earnings beat while also cutting its outlook.  https://t.co/H3RYLfTLGu,7
14322,$TYDE here is the technical chart. The break of 1.19 could send it  https://t.co/3HU0Nzt6jK,18
5414,"OPEC’s first oil-market outlook for 2023 suggests no relief for squeezed consumers, with more crude needed from the group even though most members are already pumping flat out  https://t.co/7OijQzJFmK",6
12870,Kemi Badenoch out of Tory leadership race  https://t.co/BbwAdsqu7k,16
11622,China’s shipments of gasoline and diesel plunged over the first six months of the year  https://t.co/SgI1bZHtxh,14
12189,European stocks gain as investors monitored second-quarter earnings news and focused on signs that Russia will restart gas supplies as planned  https://t.co/cG6EUlhZk3,15
4994,$TSLA Tesla Poised for Earnings Hit From China Factory Shutdown,5
4867,Everything you need to know before $TSLA reports earnings 👇  https://t.co/3YbYwTRyjn,5
10091,CPI has peaked !!! FED knows that ......,14
4826,SemiLEDs Reports Third Quarter Fiscal Year 2022 Financial Results  https://t.co/r4TF0Ua58n  https://t.co/xRcQ862IVC,5
8390,Talk of peak inflation has become passé in some quarters this week. Here’s your Weekend Reading  https://t.co/mga1A7kAkR,9
10163,"Overall Website Satisfaction Declines among Battery Electric Vehicle Shoppers as Demand for Tools Increases, J.D. Power Finds  https://t.co/rjmTWiHd8t  https://t.co/TTqOPck8cH",14
15960,$NVO: Novo Nordisk A/S shares +4% after Morgan Stanley upgraded to Overweight from Equal-Weight  https://t.co/GiDKC4baIZ,19
16041,$STT up 9.5% on the day $C up 12.1%  on watch none in trade account,19
5477,"U.S. WTI CRUDE PRICES EXTEND LOSSES, DOWN BY $2 A BARREL",6
10881,Inflation problems persist — no thanks to consumer resilience  https://t.co/LmKwgwgd1f by @SamRo  https://t.co/Cq5GwUjg6r,14
6435,"Indonesia’s central bank will probably keep its benchmark interest rate at a record low, opting to stick to a dovish path abandoned by most peers  https://t.co/a2fuXibSlI",1
13656,Tuesday's hearing by the House committee investigating the January 6 riot will explore Trump's contacts with far-right groups  https://t.co/KoNPIx7qWj,16
7561,"Dubai's metaverse strategy envisions the sector supporting as many as 40,000 additional virtual jobs and adding $4 billion to the city’s GDP in five years  https://t.co/61LIRCSFif",9
5674,"The world’s oil map is being redrawn as the industry becomes more intertwined with renewables, with some regions set to become ""energy super basins""  https://t.co/py04JWPzs5",6
884,BYD Hits the Japanese Passenger Vehicle Market with Three EV Models  https://t.co/nCKHLNIjNP  https://t.co/NfqpyvhYQR,2
9973,Goldman CEO David Solomon says inflation is 'deeply entrenched' in the global economy  https://t.co/GC0FkxyOVW,14
14688,There goes that $RBLX breakout  https://t.co/JmM4Yp6HNq,18
12505,National Capital Bank Hires Matt Santmyer as Strategic Projects Director  https://t.co/6vpreXuyPK  https://t.co/wi8JhjBwTu,17
4090,$ODFL - Old Dominion Freight Line declares $0.30 dividend  https://t.co/M6JwCsafQV,4
1504,Open Coast Gin Co. is Open For Good in Newfoundland  https://t.co/d3Fs4AHA6F  https://t.co/5Rn4lVhhOx,2
8261,Black gun rights groups are touting the Supreme Court ruling as an important vindication of their rights to self-defense  https://t.co/sUT8NXClFH,9
2666,$CACI - CACI wins ~$80M U.S. Army task order  https://t.co/9gjRZH0qLi,2
9461,What Amazon's Grubhub stake means for investors and the future of delivery  https://t.co/tF3ksq00Qx,13
7493,"If Bitcoin believers want their dreams to come true, they need to give it a rest.  Read more from the latest Bloomberg Crypto newsletter here  https://t.co/AEZj9NXPfw",9
16450,"$ALLY (-5.8% pre) Ally Financial stock slips as Q2 earnings hurt by higher costs, credit loss provision - SA   https://t.co/GzvOYLZuv2",19
11411,"Chinese’s property prices fell for a 10th month in June, underscoring how government relief efforts are failing to curb the country’s spiraling real estate crisis  https://t.co/gJNLCRSIZl",14
6945,"$BKU - BankUnited GAAP EPS of $0.82 misses by $0.08, revenue of $238.86M misses by $6.56M  https://t.co/o3N1ZNtCw0",7
7848,"Gremlins director Joe Dante says Baby Yoda was ""completely stolen"" and ""just out-and-out copied"" from his films  https://t.co/5Z0ylNsZ95",9
160,"$APPS $U $IS - Digital Turbine could be 'in play,' Oppenheimer says, following Unity/ironSource deal  https://t.co/g7eKMStZ2y",0
12642,Pathfinder Ventures appoints Jennifer Lee as CFO  https://t.co/JQ7Zx901lI,17
1492,SatixFy Introduces Compact Aero Terminal Providing In-flight Connectivity at High Speeds  https://t.co/MbcHEOIoDI  https://t.co/TnHiJboE6C,2
2062,Club Pilates Signs Master Franchise Agreement in the United Kingdom  https://t.co/8Fkf3qIkkp  https://t.co/uXNZ9HdG7U,2
12861,Liz Truss attacks Rishi Sunak’s economic record in bruising fight to be PM  https://t.co/MofZNJwWph,16
1456,"HNI Healthcare’s VitalsMD® Software Achieves HITRUST Risk-based, 2-year Certification to Manage Risk, Improve Security Posture, and Meet Compliance Requirements  https://t.co/gMVnE2cU5r  https://t.co/0kmFdfIsMa",2
7427,"MBS's futuristic desert megaproject is supposed to have a ski resort, swim lanes for commuters, and ""smart"" everything.  Even with a $500 billion budget, Neom's builders say it’s sliding into science fiction  https://t.co/I8wFoQVJSd via @BW",9
5014,$GVDBF $GVDNY - Givaudan SA 2022 Q2 - Results - Earnings Call Presentation.  https://t.co/jgOBgBtTWB #trading #investing #stockmarket,5
13708,Spanish banks: populist hopes to tap into higher bank profits  https://t.co/eDxEppYVdj,16
3290,$ACLS - Axcelis Technologies (ACLS) Presents At SEMICon West 2022 - Slideshow.  https://t.co/W7V1w2FeNq #finance #economy #trading,2
2463,"Here’s everything you need to know about Amazon Prime Day 2022, which starts Tuesday.  https://t.co/46DVWrtzY4",2
5304,$HAL | Halliburton Q2 22 Earnings:  - Adj EPS: $0.49 (est $0.45)  - EPS: $0.12 (est $0.26)  - Revenue: $5.1B (est $4.71B),5
3764,EXCLUSIVE Barclays seeks entry into China's $4.3 tln asset management market -sources  https://t.co/g0sgJIT5wJ  https://t.co/UNh7SqSAoJ,2
4190,$BSJQ - Invesco BulletShares 2026 High Yield Corporate Bond ETF declares monthly distribution of $0.1069  https://t.co/SIUbHaqwUa,4
3565,A trading team at Izzy Englander’s mega hedge fund Millennium Management is shuttering after bets on M&amp;A involving companies such as Twitter performed poorly  https://t.co/Z4dd4ztLhf,2
1119,"Nextdoor Launches Its First Global Podcast ‘Where Kindness Lives,’ Featuring Inspiring Stories From Around the World  https://t.co/HCdVw6uiog  https://t.co/wiHed2o7lU",2
8459,The crypto market's big swings are sometimes seen as a liability. But there are those who consider volatility its best feature  https://t.co/c7xntz8rKP,9
8258,"The CDC uses outdated tools to track and analyze how Covid spreads on planes, hindering the agency’s ability to stop outbreaks, a government watchdog agency said  https://t.co/8yPeGJnzNr",9
6207,"NOMURA EXPECTS FED TO START RATE CUTS IN SEPT 2023 AFTER REACHING TERMINAL RATE OF 3.50-3.75% IN FEB 2023  NOMURA EXPECTS ECB TO HIKE RATES BY 175 BPS BY MARCH 2023, THEN EXPECTS A 25 BPS RATE CUT IN JUNE 2023 AS POTENTIAL RECESSION DRAGS ON",1
4576,"Blue Apron to Release Second Quarter 2022 Results on August 8, 2022  https://t.co/Qk5YgADTNZ  https://t.co/nO8NHHcFzB",5
6051,"The Bank of Korea doubles the margin of its latest rate hike in line with a global trend of larger policy moves, as it stepped up its battle against inflation now running at a 23-year high  https://t.co/hoPoDWNSR2",1
3529,CoinFlex will let users take out a limited portion of their balances after pausing withdrawals last month due to a counterparty failing to make a margin call  https://t.co/MMx2LfJ8T1,2
7045,"$FNNNF - Finnair Oyj GAAP EPS of -€0.06, revenue of €550M beats by €16.51M  https://t.co/34vXhiwhbc",7
15855,"Santoli: Low expectations lift Netflix shares, but the stock remains in growth purgatory  https://t.co/e40jRPj0zJ",19
15287,$LC - LendingClub: The Risks And What To Expect.  https://t.co/iIrq5Q4FRu #investing #stocks #stockmarket,18
10292,The US has put a simmering trade spat over fertilizer imports on ice  https://t.co/VatN1HV2CP,14
7857,Twitter wants to force Elon Musk to make good on his 44 billion buyout offer.  So what should we expect from the Delaware trial? Bloomberg @opinion columnist @matt_levine joins #OddLots to discuss  ▶️Apple:  https://t.co/3IcobILPUc ▶️Spotify:  https://t.co/Owyd78uBfb  https://t.co/X2WqM6z4UZ,9
16669,China Evergrande Group’s onshore bond holders rejected a plan by the distressed developer to further extend a bond payment which was due on Friday.   Rebecca Choong Wilkins reports on Bloomberg Television  https://t.co/qxna33GhBG  https://t.co/Df2XwGS8CX,3
10974,"China's exports bounce back, but global risks darken trade outlook - Reuters   https://t.co/F38NwhaMzr",14
13628,"""The president did go on stage and then gave the speech that he wanted to give.""  Rep. Murphy said during the hearing that Donald Trump made serval last-minute ad lib changes in his speech to rally goers, with references to fighting and to be ""strong""  https://t.co/l7XAGT74yC  https://t.co/TUFaQ3uYr4",16
3722,"WATCH - From @Breakingviews: GE revealed the names of the companies it will split into – GE Aerospace, GE Vernova and GE Healthcare. The names are as pedestrian as GE's stock performance, Lauren Silva Laughlin says  https://t.co/kuHHg2ZCKG",2
14650,$SPY trimmed half $1.42 for 30% 🚨🔥💵,18
12400,DermTech Appoints Two New Board Members  https://t.co/0livMyeAbx  https://t.co/o5tYAK8a4t,17
16688,$BONDX: Overnight Treasury Market Summary  https://t.co/ETYlZrgFZK,3
9926,BofA believes we're already in a recession — and says these stocks have what it takes to beat it  https://t.co/LTdXCM6KgV,14
15650,$RY $RY:CA $TD - TD And Royal Bank: Canada's About To Implode.  https://t.co/acb8uHqJth #economy #markets #business,18
16533,$CFRX (-77.2% pre) ContraFect Stock Tanks 75% After Experts Recommend To Stop DISRUPT Trial - RTT   https://t.co/7Eh7jlWWjN,19
11577,"The cost of polysilicon, the key ingredient for solar panel manufacturing, keeps rising.  https://t.co/Dv7mVACEbH",14
16418,$ABT (-2.3% pre) Abbott Reports Second-Quarter 2022 Results and Raises Full-Year EPS Guidance - PRN   https://t.co/p0FbvZpznD,19
8538,Having an issue with your bank? Did your credit card company close your account without warning? Did an online merchant refuse to send your purchase after they took your money? Know your rights as a consumer! Learn more here:  https://t.co/x1ncRCHF7Y  https://t.co/WFcdPtfXIn,9
9994,Wholesale prices shoot up near-record 11.3% in June on surge in energy costs  https://t.co/MlJ2cmF5ZZ,14
2803,$IDAI - Trust Stamp receives notice of allowance for US patent  https://t.co/G2sQzFyIaC,2
7629,"As the UK withers under a heat warning, sustainability and the aviation industry’s pressing need to go green are high on the minds of attendees to the Farnborough air show  https://t.co/4SCU3mP4GE",9
15719,$PYPL - PayPal: Growth For Value Investors.  https://t.co/Fx91sQksY3 #economy #finance #stockmarket,18
1022,Sheppard Mullin Expands Texas Presence With New Houston Office  https://t.co/yJMXrUWrkp  https://t.co/z8g0ERPcWW,2
13248,Italian Prime Minister Draghi Tells Parliament He Will Resign,16
5630,#OOTT | Biden Set To Leave Saudi Arabia With No Announcement On Oil – BBG  https://t.co/nxJIACtaC0,6
6747,"$BMI: Badger Meter beats by $0.05, beats on revs  https://t.co/7hM2nmhvy9",7
8727,"WATCH - From @Breakingviews: GE revealed the names of the three companies that will result from its breakup. They are as pedestrian as GE's stock performance, Lauren Silva Laughlin explains  https://t.co/0BtWiakfAp",9
8235,"Buy now, pay later is coming for the NFT market  https://t.co/QvseIRj89t",9
12950,Italy's political parties are prepping for snap elections even as some hope Mario Draghi will reconsider his decision to resign  https://t.co/YRDY7fFuEb,16
8519,I’ve been defrauded - why won’t my bank refund me?  https://t.co/M9cRb7HUc9,9
3627,"Russian gold miner Petropavlovsk will file for administration in London as it negotiates the sale of its subsidiaries, after the company was hobbled by sanctions on a key partner  https://t.co/tDortNVTCJ",2
16345,"BLACKROCK SHARES LOSE GROUND SLIGHTLY AFTER BUSINESS INSIDER REPORTS IT TOLD EMPLOYEES SLOWING HIRING CITING ECONOMIC UNCERTAINTY, LAST DOWN 1.3%",19
16425,$AAPL (+0.4% pre) Apple outlines health technology strategy in new report - Reuters   https://t.co/inc1NDMewq,19
4033,InterRent REIT Announces July 2022 Distributions  https://t.co/Q5cTVvEErP  https://t.co/haf6fcXb9D,4
26,Analysts reveal the top stocks with 'significant upside potential' heading into earnings  https://t.co/lfaLK3nwAz,0
7515,Vulnerabilities in a GPS device could give hackers deep access into customers' cars  https://t.co/XnuopMJPRh,9
4557,"Gartner to Report Second Quarter 2022 Financial Results on August 2, 2022  https://t.co/wb786R8C9B  https://t.co/N76itBmh7E",5
11941,"Asian markets gain, lifted by strong consumer sentiment data  https://t.co/Mk0JnEJn6U",15
5247,$FAST - Fastenal Company 2022 Q2 - Results - Earnings Call Presentation.  https://t.co/f8wiguRb9f #finance #business #stockmarket,5
10216,India escalates crackdown on Chinese phone makers  https://t.co/wtRvFW75Jy,14
14199,$MNDY one of the ugliest can not even bounce in a mega rally name out there and still trades 6.6X EV/Sales with no profits in sight  https://t.co/6TZnzE3SGX,18
14654,$SPY credit spread selling .04-.05 for 70-80% profit here 🚨🔥,18
16193,"$COIN $BRPHF $RIOT - Coinbase, Galaxy Digital, Riot Blockchain making biggest upswings among crypto peers  https://t.co/Q8AdiiHjQt",19
2058,SpiderRock Launches “Chart Tool” as a New Way to Visualize Options Volatility  https://t.co/tK9MPvHoTU  https://t.co/hesz6hwrZ2,2
6580,"Kuroda demonstrated a flash of pragmatism in deciding to keep rates steady, writes @GearoidReidy  https://t.co/kHBHM2CMTK",1
8382,"BOE under fire, ECB's recession predicament, and Draghi's coalition is on the brink.   Here’s what's moving markets 🔽  https://t.co/cAwPQalgg8",9
3320,$HNTVX $HRTVX - Heartland Value Fund Q2 2022 Portfolio Manager Commentary.  https://t.co/gkm16Xqg50 #stockmarket #trading #stocks,2
8045,Expensive gasoline is keeping more US drivers off the road than the Covid-19 pandemic did at this time two years ago  https://t.co/CS4SpQ1Cw9,9
6933,"$AAL - American Airlines notches record revenue, pushes profitability focus  https://t.co/J6GuxXN9TV",7
5524,"BRENT CRUDE FUTURES SETTLE AT $99.49/BBL, DOWN $7.61, 7.11%  BRENT CRUDE FUTURES SETTLE BELOW $100/BBL FOR THE FIST TIME IN 3 MONTHS",6
